<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDRUB,60,20190117,160000,66.4483000,66.5664000,66.3990000,66.5401000,46051
USDRUB,60,20190117,170000,66.5382000,66.5479000,66.4610000,66.5169000,35141
USDRUB,60,20190117,180000,66.5169000,66.5523000,66.4116000,66.4376000,37845
USDRUB,60,20190117,190000,66.4800000,66.5653000,66.4195000,66.4643000,39432
USDRUB,60,20190117,200000,66.5123000,66.6385000,66.4634000,66.5580000,45971
USDRUB,60,20190117,210000,66.5580000,66.6538000,66.5109000,66.5620000,44676
USDRUB,60,20190117,220000,66.6138000,66.6822000,66.5008000,66.5843000,40141
USDRUB,60,20190117,230000,66.5843000,66.5866000,66.3447000,66.3515000,31587
USDRUB,60,20190118,000000,66.3515000,66.4038000,66.2800000,66.3865000,13501
USDRUB,60,20190118,010000,66.3936000,66.3936000,66.2479000,66.3533000,10887
USDRUB,60,20190118,020000,66.3567000,66.4038000,66.2075000,66.3240000,14835
USDRUB,60,20190118,030000,66.3220000,66.3613000,66.2745000,66.3215000,6846
